#SpeciesA	SpeciesB	interaction
Pl_1	An_1	1
Pl_13	An_1	1
Pl_24	An_1	1
Pl_34	An_1	1
Pl_12	An_2	1
Pl_19	An_2	1
Pl_32	An_2	1
Pl_35	An_2	1
An_1	An_3	-0.980454311706126
Pl_5	An_3	1
Pl_17	An_3	1
Pl_20	An_3	1
Pl_33	An_3	1
An_3	An_4	-0.995347522199154
Pl_1	An_4	1
Pl_21	An_4	1
Pl_30	An_4	1
Pl_45	An_4	1
An_1	An_5	-0.694311235798523
An_2	An_5	-0.696265383856371
An_4	An_5	-0.607510471716523
Pl_3	An_5	1
Pl_6	An_5	1
Pl_18	An_5	1
Pl_31	An_5	1
An_3	An_6	-0.835690907435492
An_4	An_6	-0.964568108553067
Pl_1	An_6	1
Pl_9	An_6	1
Pl_17	An_6	1
Pl_28	An_6	1
An_2	An_7	-0.837600821629167
An_3	An_7	-0.633521225769073
An_5	An_7	-0.929599096998572
Pl_16	An_7	1
Pl_24	An_7	1
Pl_33	An_7	1
Pl_41	An_7	1
An_1	An_8	-0.56413717684336
An_2	An_8	-0.659569713985547
An_4	An_8	-0.931556487921625
An_7	An_8	-0.797659107949585
Pl_20	An_8	1
Pl_41	An_8	1
Pl_44	An_8	1
An_1	An_9	-0.61339387530461
An_2	An_9	-0.57516876119189
An_6	An_9	-0.756877447944134
Pl_2	An_9	1
Pl_13	An_9	1
Pl_18	An_9	1
An_1	An_10	-0.985406874679029
An_3	An_10	-0.990823890082538
An_4	An_10	-0.859117408981547
An_7	An_10	-0.631502832518891
An_8	An_10	-0.512155555188656
Pl_8	An_10	1
Pl_25	An_10	1
Pl_38	An_10	1
An_1	An_11	-0.532355030532926
An_3	An_11	-0.78737989673391
An_7	An_11	-0.873733082320541
An_8	An_11	-0.776717351283878
Pl_5	An_11	1
Pl_9	An_11	1
Pl_40	An_11	1
An_1	An_12	-0.61128479312174
An_2	An_12	-0.732294372282922
An_4	An_12	-0.502384084044024
An_5	An_12	-0.758332101395354
An_6	An_12	-0.938173664500937
An_7	An_12	-0.902840595925227
Pl_14	An_12	1
Pl_19	An_12	1
Pl_47	An_12	1
An_1	An_13	-0.755471823504195
An_3	An_13	-0.74653943721205
An_10	An_13	-0.641383578768
An_12	An_13	-0.530478817876428
Pl_29	An_13	1
Pl_37	An_13	1
Pl_38	An_13	1
An_1	An_14	-0.764293859014288
An_6	An_14	-0.907695497618988
An_9	An_14	-0.606871394673362
Pl_4	An_14	1
Pl_15	An_14	1
Pl_30	An_14	1
An_2	An_15	-0.793584964936599
An_3	An_15	-0.536918258760124
An_4	An_15	-0.562441281275824
An_8	An_15	-0.75703609874472
An_9	An_15	-0.659918144345284
An_13	An_15	-0.545468999771401
An_14	An_15	-0.764261983102188
Pl_19	An_15	1
Pl_28	An_15	1
Pl_36	An_15	1
An_1	An_16	-0.838070804718882
An_2	An_16	-0.994467920158058
An_5	An_16	-0.73862921516411
An_6	An_16	-0.827260477235541
An_8	An_16	-0.67494592233561
An_9	An_16	-0.912646810524166
An_10	An_16	-0.67159876646474
An_11	An_16	-0.860302293440327
An_12	An_16	-0.548886549891904
An_13	An_16	-0.896771447034553
An_14	An_16	-0.74206796195358
An_15	An_16	-0.801689506741241
Pl_22	An_16	1
Pl_26	An_16	1
Pl_38	An_16	1
An_2	An_17	-0.685109915910289
An_3	An_17	-0.929374819155782
An_5	An_17	-0.979794200276956
An_7	An_17	-0.766380719142035
An_8	An_17	-0.539007656741887
An_10	An_17	-0.674745725467801
An_13	An_17	-0.732374325627461
An_14	An_17	-0.552715310128406
An_16	An_17	-0.741007747361436
Pl_21	An_17	1
Pl_22	An_17	1
Pl_26	An_17	1
An_2	An_18	-0.518158595310524
An_4	An_18	-0.900614485843107
An_6	An_18	-0.609342513838783
An_8	An_18	-0.976788572268561
An_9	An_18	-0.573342767078429
An_12	An_18	-0.810304471291602
An_17	An_18	-0.954130080761388
Pl_30	An_18	1
Pl_40	An_18	1
Pl_44	An_18	1
An_2	An_19	-0.94513892242685
An_3	An_19	-0.92700408026576
An_4	An_19	-0.860684546642005
An_5	An_19	-0.658875938970596
An_6	An_19	-0.84780168090947
An_8	An_19	-0.989163660444319
An_10	An_19	-0.870556890964508
An_11	An_19	-0.825770887546241
An_12	An_19	-0.750944694271311
An_13	An_19	-0.793605009792373
An_14	An_19	-0.799907635431737
An_15	An_19	-0.871650848770514
An_17	An_19	-0.908178405836225
Pl_3	An_19	1
Pl_23	An_19	1
Pl_39	An_19	1
An_1	An_20	-0.819634981220588
An_2	An_20	-0.896632797084749
An_4	An_20	-0.833463023183867
An_5	An_20	-0.955124285072088
An_6	An_20	-0.583519452949986
An_10	An_20	-0.962755244923756
An_15	An_20	-0.991093254648149
An_17	An_20	-0.698522822465748
An_18	An_20	-0.641147289890796
Pl_3	An_20	1
Pl_7	An_20	1
Pl_14	An_20	1
An_4	An_21	-0.669617182109505
An_7	An_21	-0.984511142596602
An_8	An_21	-0.861580747878179
An_9	An_21	-0.948689962271601
An_10	An_21	-0.713242517085746
An_11	An_21	-0.957463530823588
An_12	An_21	-0.597980893915519
An_14	An_21	-0.819983974099159
An_17	An_21	-0.6262553751003
An_20	An_21	-0.914131880737841
Pl_4	An_21	1
Pl_23	An_21	1
Pl_27	An_21	1
An_3	An_22	-0.782254349440336
An_4	An_22	-0.826429523993284
An_5	An_22	-0.947249478893355
An_9	An_22	-0.63094692863524
An_10	An_22	-0.704585965257138
An_12	An_22	-0.75313700386323
An_13	An_22	-0.737216005800292
An_14	An_22	-0.921477478463203
An_15	An_22	-0.543808926362544
An_16	An_22	-0.792418945813552
An_17	An_22	-0.671487784013152
An_18	An_22	-0.75649329717271
An_19	An_22	-0.792587949195877
An_20	An_22	-0.660276188980788
Pl_4	An_22	1
Pl_5	An_22	1
Pl_42	An_22	1
An_3	An_23	-0.708655423950404
An_4	An_23	-0.606956555973738
An_5	An_23	-0.876339883776382
An_6	An_23	-0.788455736124888
An_8	An_23	-0.618226295337081
An_9	An_23	-0.665128824766725
An_12	An_23	-0.51613693847321
An_14	An_23	-0.509602669626474
