#SpeciesA	SpeciesB	interaction
Pl_1	An_1	1
Pl_6	An_1	1
Pl_7	An_1	1
Pl_13	An_1	1
Pl_14	An_1	1
Pl_15	An_1	1
Pl_16	An_1	1
Pl_17	An_1	1
Pl_19	An_1	1
Pl_20	An_1	1
Pl_21	An_1	1
Pl_22	An_1	1
Pl_24	An_1	1
Pl_31	An_1	1
Pl_34	An_1	1
Pl_35	An_1	1
Pl_40	An_1	1
Pl_41	An_1	1
Pl_44	An_1	1
Pl_2	An_2	1
Pl_4	An_2	1
Pl_5	An_2	1
Pl_6	An_2	1
Pl_7	An_2	1
Pl_12	An_2	1
Pl_14	An_2	1
Pl_17	An_2	1
Pl_20	An_2	1
Pl_24	An_2	1
Pl_25	An_2	1
Pl_38	An_2	1
Pl_46	An_2	1
Pl_47	An_2	1
Pl_1	An_3	1
Pl_3	An_3	1
Pl_4	An_3	1
Pl_5	An_3	1
Pl_7	An_3	1
Pl_11	An_3	1
Pl_13	An_3	1
Pl_15	An_3	1
Pl_16	An_3	1
Pl_18	An_3	1
Pl_27	An_3	1
Pl_39	An_3	1
An_1	An_4	-0.960956273134798
An_2	An_4	-0.705691718729213
Pl_1	An_4	1
Pl_3	An_4	1
Pl_5	An_4	1
Pl_11	An_4	1
Pl_15	An_4	1
Pl_16	An_4	1
Pl_23	An_4	1
Pl_28	An_4	1
Pl_29	An_4	1
Pl_36	An_4	1
An_4	An_5	-0.88953962828964
Pl_1	An_5	1
Pl_2	An_5	1
Pl_3	An_5	1
Pl_4	An_5	1
Pl_10	An_5	1
Pl_13	An_5	1
Pl_14	An_5	1
Pl_17	An_5	1
Pl_45	An_5	1
An_4	An_6	-0.665215848246589
An_5	An_6	-0.651979502523318
Pl_1	An_6	1
Pl_2	An_6	1
Pl_4	An_6	1
Pl_8	An_6	1
Pl_9	An_6	1
Pl_10	An_6	1
Pl_12	An_6	1
Pl_16	An_6	1
An_4	An_7	-0.636682776035741
An_5	An_7	-0.573348720557988
Pl_1	An_7	1
Pl_4	An_7	1
Pl_5	An_7	1
Pl_8	An_7	1
Pl_14	An_7	1
Pl_15	An_7	1
Pl_21	An_7	1
Pl_33	An_7	1
An_2	An_8	-0.938335791928694
An_4	An_8	-0.809544186806306
An_5	An_8	-0.863141531590372
An_7	An_8	-0.812110571190715
Pl_1	An_8	1
Pl_3	An_8	1
Pl_9	An_8	1
Pl_11	An_8	1
Pl_13	An_8	1
Pl_32	An_8	1
Pl_42	An_8	1
An_2	An_9	-0.632724290480837
An_6	An_9	-0.505958082852885
An_7	An_9	-0.784886715468019
An_8	An_9	-0.936445076251402
Pl_2	An_9	1
Pl_4	An_9	1
Pl_6	An_9	1
Pl_7	An_9	1
Pl_8	An_9	1
Pl_17	An_9	1
Pl_19	An_9	1
An_2	An_10	-0.93610324524343
An_3	An_10	-0.942403367953375
An_4	An_10	-0.614292866550386
An_5	An_10	-0.562224417924881
An_6	An_10	-0.542326067108661
An_7	An_10	-0.562288625631481
An_8	An_10	-0.710073985857889
An_9	An_10	-0.87731564976275
Pl_5	An_10	1
Pl_7	An_10	1
Pl_9	An_10	1
Pl_11	An_10	1
Pl_12	An_10	1
Pl_13	An_10	1
An_1	An_11	-0.564527649665251
An_3	An_11	-0.884223673259839
An_4	An_11	-0.570247117429972
An_5	An_11	-0.630185101879761
An_7	An_11	-0.844577459385619
An_8	An_11	-0.635266696801409
Pl_2	An_11	1
Pl_9	An_11	1
Pl_10	An_11	1
Pl_30	An_11	1
Pl_37	An_11	1
Pl_43	An_11	1
An_2	An_12	-0.905161404749379
An_3	An_12	-0.641733987955377
An_4	An_12	-0.888769805897027
An_7	An_12	-0.945360178127885
An_9	An_12	-0.792834184831008
An_10	An_12	-0.934171983972192
An_11	An_12	-0.710604613414034
Pl_1	An_12	1
Pl_2	An_12	1
Pl_3	An_12	1
Pl_10	An_12	1
Pl_12	An_12	1
Pl_18	An_12	1
An_3	An_13	-0.525413275230676
An_4	An_13	-0.814728798810393
An_5	An_13	-0.862860511988401
An_6	An_13	-0.810061969328672
An_7	An_13	-0.912604762939736
An_9	An_13	-0.870759170968086
An_11	An_13	-0.985181401018053
An_12	An_13	-0.770404468989
Pl_1	An_13	1
Pl_5	An_13	1
Pl_7	An_13	1
Pl_8	An_13	1
Pl_10	An_13	1
An_3	An_14	-0.602253877557814
An_4	An_14	-0.807718933559954
An_5	An_14	-0.681464188965037
An_6	An_14	-0.726927530020475
An_7	An_14	-0.928369680186734
An_8	An_14	-0.95616724411957
An_11	An_14	-0.822160923155025
An_12	An_14	-0.545288250548765
An_13	An_14	-0.939306473359466
Pl_1	An_14	1
Pl_6	An_14	1
Pl_10	An_14	1
Pl_22	An_14	1
Pl_23	An_14	1
An_1	An_15	-0.894417535513639
An_2	An_15	-0.692281909752637
An_3	An_15	-0.671500843483955
An_4	An_15	-0.756926338654011
An_5	An_15	-0.67587464558892
An_8	An_15	-0.860703780082986
An_9	An_15	-0.735825622221455
An_10	An_15	-0.54338744468987
An_11	An_15	-0.85289718513377
An_14	An_15	-0.521753858309239
Pl_1	An_15	1
Pl_2	An_15	1
Pl_3	An_15	1
Pl_5	An_15	1
An_1	An_16	-0.868767863372341
An_2	An_16	-0.599126806017011
An_3	An_16	-0.77303901175037
An_6	An_16	-0.70015748240985
An_10	An_16	-0.519005300942808
An_11	An_16	-0.520080995513126
An_12	An_16	-0.726998884696513
An_13	An_16	-0.78112667798996
An_14	An_16	-0.693161294329911
An_15	An_16	-0.770431698067114
Pl_2	An_16	1
Pl_7	An_16	1
Pl_9	An_16	1
Pl_12	An_16	1
An_2	An_17	-0.69940090063028
An_3	An_17	-0.816715674940497
An_4	An_17	-0.94744106172584
An_5	An_17	-0.744530659401789
An_7	An_17	-0.640503254951909
An_8	An_17	-0.886392202228308
An_9	An_17	-0.60070525878109
An_10	An_17	-0.575747788418084
An_12	An_17	-0.509944851277396
An_13	An_17	-0.877102500759065
An_15	An_17	-0.871443229494616
An_16	An_17	-0.697375056101009
Pl_1	An_17	1
Pl_2	An_17	1
Pl_18	An_17	1
An_1	An_18	-0.836769034853205
An_2	An_18	-0.886394937988371
An_3	An_18	-0.595653345342726
An_4	An_18	-0.88728281063959
An_5	An_18	-0.708590294700116
An_7	An_18	-0.813703772844747
An_9	An_18	-0.812313844915479
An_10	An_18	-0.646672911709175
An_13	An_18	-0.518171372590587
An_14	An_18	-0.611714070662856
Pl_1	An_18	1
Pl_4	An_18	1
Pl_5	An_18	1
An_3	An_19	-0.867664798162878
An_4	An_19	-0.653776033315808
An_5	An_19	-0.842213816707954
An_9	An_19	-0.896326310234144
An_10	An_19	-0.952828956302255
An_12	An_19	-0.661214424530044
An_13	An_19	-0.889938740525395
An_14	An_19	-0.896578146144748
An_17	An_19	-0.931912150699645
Pl_1	An_19	1
Pl_3	An_19	1
Pl_6	An_19	1
An_1	An_20	-0.579534454969689
An_3	An_20	-0.599936020793393
An_4	An_20	-0.992171010700986
An_5	An_20	-0.620098796207458
An_8	An_20	-0.723649166757241
An_9	An_20	-0.81157787097618
An_18	An_20	-0.734540877398103
Pl_4	An_20	1
Pl_7	An_20	1
Pl_8	An_20	1
An_1	An_21	-0.980534931411967
An_4	An_21	-0.982356176478788
An_6	An_21	-0.554227758897468
An_9	An_21	-0.811325366375968
An_12	An_21	-0.525076071266085
An_13	An_21	-0.526399390306324
An_15	An_21	-0.702592812478542
An_17	An_21	-0.713960386347026
An_19	An_21	-0.505854565883055
Pl_1	An_21	1
Pl_8	An_21	1
Pl_9	An_21	1
An_2	An_22	-0.992593433707952
An_5	An_22	-0.875891117844731
An_6	An_22	-0.553563319379464
An_7	An_22	-0.950102373724803
An_8	An_22	-0.850875057280064
An_16	An_22	-0.987052681390196
An_17	An_22	-0.792458938900381
An_18	An_22	-0.805456558475271
An_20	An_22	-0.690680333878845
An_21	An_22	-0.805705248843879
Pl_1	An_22	1
Pl_3	An_22	1
An_1	An_23	-0.728616788284853
An_3	An_23	-0.640706619247794
An_4	An_23	-0.978935409570113
An_8	An_23	-0.590305271791294
An_10	An_23	-0.987478520255536
An_11	An_23	-0.64583969861269
An_12	An_23	-0.805519538000226
An_14	An_23	-0.650320997694507
An_19	An_23	-0.668859175406396
An_20	An_23	-0.988496777368709
An_22	An_23	-0.695458653848618
Pl_1	An_23	1
Pl_11	An_23	1
An_1	An_24	-0.903875949559733
An_3	An_24	-0.893210874637589
An_5	An_24	-0.564813649980351
An_6	An_24	-0.712833110941574
An_8	An_24	-0.92907924996689
An_9	An_24	-0.586820989148691
An_10	An_24	-0.704147407552227
An_11	An_24	-0.868990387301892
An_15	An_24	-0.685649653198197
An_17	An_24	-0.8730090088211
Pl_1	An_24	1
Pl_2	An_24	1
An_4	An_25	-0.976832777960226
An_7	An_25	-0.89662333810702
An_8	An_25	-0.531994229415432
An_11	An_25	-0.987626449670643
An_15	An_25	-0.970405139960349
An_16	An_25	-0.980167687637731
An_17	An_25	-0.506658877478912
An_19	An_25	-0.689283071551472
An_21	An_25	-0.705516809597611
An_22	An_25	-0.544639129890129
An_23	An_25	-0.890176301822066
Pl_4	An_25	1
An_3	An_26	-0.975759397260845
An_4	An_26	-0.511899730656296
An_5	An_26	-0.637086367001757
An_6	An_26	-0.898282205453143
An_8	An_26	-0.978855164954439
An_9	An_26	-0.912208238383755
An_10	An_26	-0.722829004051164
An_11	An_26	-0.67985787964426
An_15	An_26	-0.764859988121316
An_18	An_26	-0.76058673649095
An_21	An_26	-0.715166632784531
An_24	An_26	-0.690616001840681
An_25	An_26	-0.721169783966616
Pl_1	An_26	1
An_2	An_27	-0.877667179331183
An_4	An_27	-0.540019612759352
An_6	An_27	-0.594273128081113
An_7	An_27	-0.85894170217216
An_10	An_27	-0.639582687756047
An_18	An_27	-0.695155575172976
An_19	An_27	-0.997734171338379
An_21	An_27	-0.74091841140762
An_25	An_27	-0.864175326190889
Pl_1	An_27	1
An_2	An_28	-0.93467236449942
An_3	An_28	-0.625605255132541
An_5	An_28	-0.958555652061477
An_7	An_28	-0.604716991074383
An_8	An_28	-0.772546889726073
An_9	An_28	-0.550720382248983
An_11	An_28	-0.754144898382947
An_21	An_28	-0.798514321446419
An_23	An_28	-0.770878409268335
An_24	An_28	-0.843605300877243
An_25	An_28	-0.727181540103629
An_27	An_28	-0.667084340471774
Pl_1	An_28	1
An_2	An_29	-0.836306769168004
An_6	An_29	-0.635434094816446
An_8	An_29	-0.594874033937231
An_10	An_29	-0.538865664042532
An_11	An_29	-0.627775034867227
An_12	An_29	-0.600319149438292
An_13	An_29	-0.747878299094737
An_14	An_29	-0.882033353904262
An_15	An_29	-0.546925649279729
An_16	An_29	-0.701308435294777
An_18	An_29	-0.804469705326483
An_19	An_29	-0.940571012441069
An_20	An_29	-0.726578666828573
An_26	An_29	-0.99016334512271
An_27	An_29	-0.817327506374568
Pl_26	An_29	1
An_6	An_30	-0.836548611521721
An_10	An_30	-0.993614410515875
An_13	An_30	-0.786312044132501
An_17	An_30	-0.679427256342024
An_20	An_30	-0.522528923349455
An_23	An_30	-0.764518386218697
An_25	An_30	-0.865380852250382
An_26	An_30	-0.522234716918319
An_27	An_30	-0.730994673678651
An_29	An_30	-0.644800116075203
Pl_2	An_30	1
An_1	An_31	-0.937294358853251
An_5	An_31	-0.824103537481278
An_6	An_31	-0.795531640294939
An_7	An_31	-0.784634883515537
An_8	An_31	-0.739906348986551
An_11	An_31	-0.668567945249379
An_12	An_31	-0.635214988607913
An_13	An_31	-0.749003836652264
An_15	An_31	-0.858378817327321
An_21	An_31	-0.575219301041216
Pl_19	An_31	1
An_2	An_32	-0.799637469695881
An_3	An_32	-0.63348371302709
An_5	An_32	-0.908571907086298
An_6	An_32	-0.739867534022778
An_8	An_32	-0.757491247495636
An_9	An_32	-0.772737001534551
An_10	An_32	-0.88010930432938
An_11	An_32	-0.916660169605166
An_12	An_32	-0.999161062994972
An_13	An_32	-0.7040879142005
An_15	An_32	-0.780687553575262
