#SpeciesA	SpeciesB	interaction
Pl_1	An_1	1
Pl_6	An_1	1
Pl_7	An_1	1
Pl_13	An_1	1
Pl_14	An_1	1
Pl_15	An_1	1
Pl_16	An_1	1
Pl_17	An_1	1
Pl_19	An_1	1
Pl_20	An_1	1
Pl_21	An_1	1
Pl_22	An_1	1
Pl_24	An_1	1
Pl_31	An_1	1
Pl_34	An_1	1
Pl_35	An_1	1
Pl_40	An_1	1
Pl_41	An_1	1
Pl_44	An_1	1
Pl_2	An_2	1
Pl_4	An_2	1
Pl_5	An_2	1
Pl_6	An_2	1
Pl_7	An_2	1
Pl_12	An_2	1
Pl_14	An_2	1
Pl_17	An_2	1
Pl_20	An_2	1
Pl_24	An_2	1
Pl_25	An_2	1
Pl_38	An_2	1
Pl_46	An_2	1
Pl_47	An_2	1
Pl_1	An_3	1
Pl_3	An_3	1
Pl_4	An_3	1
Pl_5	An_3	1
Pl_7	An_3	1
Pl_11	An_3	1
Pl_13	An_3	1
Pl_15	An_3	1
Pl_16	An_3	1
Pl_18	An_3	1
Pl_27	An_3	1
Pl_39	An_3	1
An_1	An_4	-0.987883328227326
Pl_1	An_4	1
Pl_3	An_4	1
Pl_5	An_4	1
Pl_11	An_4	1
Pl_15	An_4	1
Pl_16	An_4	1
Pl_23	An_4	1
Pl_28	An_4	1
Pl_29	An_4	1
Pl_36	An_4	1
Pl_1	An_5	1
Pl_2	An_5	1
Pl_3	An_5	1
Pl_4	An_5	1
Pl_10	An_5	1
Pl_13	An_5	1
Pl_14	An_5	1
Pl_17	An_5	1
Pl_45	An_5	1
An_4	An_6	-0.946062947856262
Pl_1	An_6	1
Pl_2	An_6	1
Pl_4	An_6	1
Pl_8	An_6	1
Pl_9	An_6	1
Pl_10	An_6	1
Pl_12	An_6	1
Pl_16	An_6	1
An_1	An_7	-0.971446553245187
An_4	An_7	-0.969755730591714
An_6	An_7	-0.939705833094195
Pl_1	An_7	1
Pl_4	An_7	1
Pl_5	An_7	1
Pl_8	An_7	1
Pl_14	An_7	1
Pl_15	An_7	1
Pl_21	An_7	1
Pl_33	An_7	1
An_1	An_8	-0.914835789473727
An_7	An_8	-0.936215827474371
Pl_1	An_8	1
Pl_3	An_8	1
Pl_9	An_8	1
Pl_11	An_8	1
Pl_13	An_8	1
Pl_32	An_8	1
Pl_42	An_8	1
An_1	An_9	-0.901591076748446
Pl_2	An_9	1
Pl_4	An_9	1
Pl_6	An_9	1
Pl_7	An_9	1
Pl_8	An_9	1
Pl_17	An_9	1
Pl_19	An_9	1
An_1	An_10	-0.872916110092774
An_4	An_10	-0.97691705240868
An_8	An_10	-0.944007402285933
Pl_5	An_10	1
Pl_7	An_10	1
Pl_9	An_10	1
Pl_11	An_10	1
Pl_12	An_10	1
Pl_13	An_10	1
An_2	An_11	-0.955714626936242
Pl_2	An_11	1
Pl_9	An_11	1
Pl_10	An_11	1
Pl_30	An_11	1
Pl_37	An_11	1
Pl_43	An_11	1
An_9	An_12	-0.979152781190351
Pl_1	An_12	1
Pl_2	An_12	1
Pl_3	An_12	1
Pl_10	An_12	1
Pl_12	An_12	1
Pl_18	An_12	1
An_8	An_13	-0.930863392539322
Pl_1	An_13	1
Pl_5	An_13	1
Pl_7	An_13	1
Pl_8	An_13	1
Pl_10	An_13	1
An_1	An_14	-0.868352482328191
An_2	An_14	-0.881618292769417
An_8	An_14	-0.856479898793623
An_9	An_14	-0.954831718467176
An_10	An_14	-0.944841890828684
Pl_1	An_14	1
Pl_6	An_14	1
Pl_10	An_14	1
Pl_22	An_14	1
Pl_23	An_14	1
An_6	An_15	-0.850427197059616
Pl_1	An_15	1
Pl_2	An_15	1
Pl_3	An_15	1
Pl_5	An_15	1
An_14	An_16	-0.93244459410198
Pl_2	An_16	1
Pl_7	An_16	1
Pl_9	An_16	1
Pl_12	An_16	1
An_5	An_17	-0.868142389925197
An_8	An_17	-0.880757284583524
An_13	An_17	-0.873339050915092
An_15	An_17	-0.979888674337417
Pl_1	An_17	1
Pl_2	An_17	1
Pl_18	An_17	1
An_14	An_18	-0.933266027830541
An_17	An_18	-0.863257152261212
Pl_1	An_18	1
Pl_4	An_18	1
Pl_5	An_18	1
An_2	An_19	-0.936240203212947
An_3	An_19	-0.86347128986381
An_15	An_19	-0.955978448269889
An_16	An_19	-0.942272118292749
An_18	An_19	-0.904257488902658
Pl_1	An_19	1
Pl_3	An_19	1
Pl_6	An_19	1
An_2	An_20	-0.864621887914836
Pl_4	An_20	1
Pl_7	An_20	1
Pl_8	An_20	1
An_13	An_21	-0.93297380511649
Pl_1	An_21	1
Pl_8	An_21	1
Pl_9	An_21	1
An_16	An_22	-0.994587929453701
An_17	An_22	-0.986594787333161
An_19	An_22	-0.926474796840921
Pl_1	An_22	1
Pl_3	An_22	1
An_8	An_23	-0.875381877878681
An_12	An_23	-0.863425611751154
An_13	An_23	-0.991121518425643
Pl_1	An_23	1
Pl_11	An_23	1
An_4	An_24	-0.902856783708557
An_10	An_24	-0.918200565967709
An_14	An_24	-0.997990059433505
An_17	An_24	-0.864449268439785
Pl_1	An_24	1
Pl_2	An_24	1
An_4	An_25	-0.915878799976781
An_6	An_25	-0.989314464386553
An_8	An_25	-0.924011797877029
An_11	An_25	-0.86344706104137
An_18	An_25	-0.98188729933463
An_22	An_25	-0.852840825216845
Pl_4	An_25	1
An_9	An_26	-0.852510874159634
An_10	An_26	-0.965341439703479
An_14	An_26	-0.878413298400119
An_16	An_26	-0.951065672561526
An_19	An_26	-0.992627802304924
An_23	An_26	-0.890097958268598
An_24	An_26	-0.959085110109299
Pl_1	An_26	1
An_4	An_27	-0.955748383887112
An_6	An_27	-0.892590898787603
An_14	An_27	-0.929382558679208
An_20	An_27	-0.907151632243767
An_23	An_27	-0.963908793404698
Pl_1	An_27	1
An_22	An_28	-0.871786976000294
Pl_1	An_28	1
An_7	An_29	-0.947933139977977
An_8	An_29	-0.987027524970472
An_19	An_29	-0.959073599427938
Pl_26	An_29	1
An_7	An_30	-0.998939419165254
An_12	An_30	-0.893595272907987
An_16	An_30	-0.89122547977604
An_18	An_30	-0.855960058048368
An_25	An_30	-0.942417397396639
Pl_2	An_30	1
An_13	An_31	-0.872424148954451
An_17	An_31	-0.927770096808672
An_27	An_31	-0.933157336665317
Pl_19	An_31	1
An_3	An_32	-0.99565085908398
An_8	An_32	-0.964215753832832
An_10	An_32	-0.864233041414991
An_11	An_32	-0.960239007836208
An_14	An_32	-0.996559404069558
An_20	An_32	-0.987626150250435
An_23	An_32	-0.965091003337875
An_30	An_32	-0.980374426348135
Pl_6	An_32	1
An_1	An_33	-0.881929869763553
An_6	An_33	-0.964819068321958
An_7	An_33	-0.936260697897524
An_11	An_33	-0.928647155873477
An_12	An_33	-0.887924992712215
An_28	An_33	-0.965944890864193
An_30	An_33	-0.919799601892009
An_32	An_33	-0.972413964336738
Pl_2	An_33	1
An_26	An_34	-0.943005089182407
An_33	An_34	-0.997270557796583
Pl_1	An_34	1
An_1	An_35	-0.915108343120664
Pl_2	An_35	1
An_1	An_36	-0.983982969773933
An_10	An_36	-0.958975521149114
An_24	An_36	-0.942520643817261
Pl_6	An_36	1
An_5	An_37	-0.991485751001164
An_8	An_37	-0.884396499022841
An_16	An_37	-0.97654463769868
An_34	An_37	-0.9251853893511
Pl_3	An_37	1
An_2	An_38	-0.967333849985152
An_9	An_38	-0.972187588224187
An_15	An_38	-0.945779925677925
An_22	An_38	-0.940774855436757
An_23	An_38	-0.94312635413371
An_37	An_38	-0.873525573639199
Pl_1	An_38	1
An_3	An_39	-0.857012281892821
An_5	An_39	-0.979460665490478
An_11	An_39	-0.930346268229187
An_12	An_39	-0.904942505527288
An_16	An_39	-0.955815664725378
An_17	An_39	-0.909035030286759
An_23	An_39	-0.946688445284963
An_28	An_39	-0.985450256848708
An_37	An_39	-0.988737509120256
Pl_6	An_39	1
An_2	An_40	-0.872014372376725
An_8	An_40	-0.990640701493248
An_9	An_40	-0.855381078319624
An_15	An_40	-0.862687318120152
An_21	An_40	-0.866219351068139
An_29	An_40	-0.876352308085188
An_36	An_40	-0.976512276800349
An_37	An_40	-0.960840900428593
Pl_1	An_40	1
An_14	An_41	-0.892566907918081
An_16	An_41	-0.865671339677647
An_26	An_41	-0.880241744918749
An_27	An_41	-0.938298306660727
An_33	An_41	-0.940676586469635
Pl_8	An_41	1
An_2	An_42	-0.983217819826677
An_19	An_42	-0.979028066853061
An_21	An_42	-0.876223052851856
An_22	An_42	-0.956476603168994
An_25	An_42	-0.971559504745528
An_29	An_42	-0.944688166026026
An_30	An_42	-0.852326647378504
An_36	An_42	-0.896821946138516
An_41	An_42	-0.889677493600175
Pl_2	An_42	1
An_1	An_43	-0.884466824354604
An_2	An_43	-0.890360739082098
An_10	An_43	-0.964461220661178
An_20	An_43	-0.936585028190166
An_21	An_43	-0.945293038152158
An_24	An_43	-0.879281925270334
An_26	An_43	-0.89060297771357
An_34	An_43	-0.877010603202507
Pl_3	An_43	1
An_1	An_44	-0.925039706286043
An_3	An_44	-0.881223721662536
An_4	An_44	-0.963832740671933
An_20	An_44	-0.854145996039733
An_29	An_44	-0.911548531847075
An_35	An_44	-0.918279048986733
An_41	An_44	-0.911413111491129
Pl_1	An_44	1
An_14	An_45	-0.979714091401547
An_18	An_45	-0.901414590887725
An_35	An_45	-0.863166093360633
An_39	An_45	-0.982932527316734
Pl_1	An_45	1
An_7	An_46	-0.897014657501131
An_8	An_46	-0.977951417444274
An_10	An_46	-0.854347784537822
An_16	An_46	-0.985999833326787
An_31	An_46	-0.998528662137687
An_32	An_46	-0.851692603901029
Pl_5	An_46	1
Pl_2	Pl_7	-0.854840718675405
Pl_2	Pl_8	-0.956967130303383
Pl_4	Pl_9	-0.915877154096961
Pl_5	Pl_9	-0.855117567349225
Pl_1	Pl_10	-0.897116200299934
Pl_10	Pl_11	-0.900173432892188
Pl_10	Pl_13	-0.875978364376351
Pl_1	Pl_14	-0.951638336759061
Pl_4	Pl_14	-0.880351857282221
Pl_9	Pl_14	-0.859225722262636
Pl_6	Pl_15	-0.917176391696557
Pl_8	Pl_15	-0.903286775806919
Pl_10	Pl_15	-0.95558317610994
Pl_2	Pl_16	-0.939266533590853
Pl_9	Pl_16	-0.923468082211912
Pl_1	Pl_17	-0.912734711542726
Pl_3	Pl_17	-0.949382186168805
Pl_4	Pl_17	-0.872321237344295
Pl_8	Pl_17	-0.856541367713362
Pl_1	Pl_18	-0.94094464997761
Pl_12	Pl_18	-0.954787964234129
Pl_5	Pl_19	-0.924231436336413
Pl_11	Pl_19	-0.922319276956841
Pl_16	Pl_19	-0.944585343124345
Pl_3	Pl_20	-0.901331299683079
Pl_19	Pl_20	-0.89277949091047
Pl_3	Pl_21	-0.873281048610806
Pl_6	Pl_21	-0.982623331714422
Pl_8	Pl_21	-0.866943250410259
Pl_15	Pl_21	-0.881084000924602
Pl_17	Pl_21	-0.923504776321352
Pl_1	Pl_22	-0.955904872855172
Pl_6	Pl_22	-0.878016565693542
Pl_11	Pl_22	-0.926753027830273
Pl_1	Pl_23	-0.916289545595646
Pl_12	Pl_23	-0.978663264773786
Pl_21	Pl_23	-0.879656005185097
Pl_6	Pl_24	-0.856195371132344
Pl_10	Pl_24	-0.956006278982386
Pl_3	Pl_25	-0.865386441349983
Pl_8	Pl_25	-0.903314781142399
Pl_9	Pl_25	-0.857947711832821
Pl_14	Pl_25	-0.947106141131371
Pl_16	Pl_25	-0.904826981248334
Pl_18	Pl_25	-0.867906196974218
Pl_6	Pl_26	-0.918986829696223
Pl_9	Pl_26	-0.879024802474305
Pl_8	Pl_27	-0.856150854611769
Pl_9	Pl_27	-0.985891177784652
Pl_10	Pl_27	-0.860588007839397
Pl_18	Pl_27	-0.916287919972092
Pl_22	Pl_27	-0.926295993616804
Pl_24	Pl_27	-0.862365391571075
Pl_26	Pl_27	-0.850447685690597
Pl_13	Pl_28	-0.872794405324385
Pl_20	Pl_28	-0.935982975875959
