#SpeciesA	SpeciesB	interaction
Pl_1	An_1	1
Pl_2	An_1	1
Pl_3	An_1	1
Pl_4	An_1	1
Pl_5	An_1	1
Pl_6	An_1	1
Pl_7	An_1	1
Pl_8	An_1	1
Pl_11	An_1	1
Pl_12	An_1	1
Pl_13	An_1	1
Pl_14	An_1	1
Pl_15	An_1	1
Pl_16	An_1	1
Pl_17	An_1	1
Pl_18	An_1	1
Pl_19	An_1	1
Pl_20	An_1	1
Pl_21	An_1	1
Pl_25	An_1	1
Pl_27	An_1	1
Pl_29	An_1	1
Pl_30	An_1	1
Pl_32	An_1	1
Pl_35	An_1	1
Pl_36	An_1	1
Pl_37	An_1	1
Pl_39	An_1	1
Pl_41	An_1	1
Pl_42	An_1	1
Pl_43	An_1	1
Pl_44	An_1	1
Pl_45	An_1	1
Pl_46	An_1	1
An_1	An_2	-0.678925322368741
Pl_1	An_2	1
Pl_4	An_2	1
Pl_5	An_2	1
Pl_6	An_2	1
Pl_9	An_2	1
Pl_11	An_2	1
Pl_12	An_2	1
Pl_13	An_2	1
Pl_14	An_2	1
Pl_17	An_2	1
Pl_20	An_2	1
Pl_22	An_2	1
Pl_24	An_2	1
Pl_28	An_2	1
Pl_31	An_2	1
Pl_34	An_2	1
Pl_40	An_2	1
Pl_47	An_2	1
Pl_1	An_3	1
Pl_3	An_3	1
Pl_4	An_3	1
Pl_5	An_3	1
Pl_7	An_3	1
Pl_8	An_3	1
Pl_10	An_3	1
Pl_11	An_3	1
Pl_12	An_3	1
Pl_15	An_3	1
Pl_16	An_3	1
Pl_18	An_3	1
Pl_33	An_3	1
An_1	An_4	-0.604842074448243
An_2	An_4	-0.721743159461766
An_3	An_4	-0.70293907658197
Pl_1	An_4	1
Pl_2	An_4	1
Pl_3	An_4	1
Pl_4	An_4	1
Pl_5	An_4	1
Pl_6	An_4	1
Pl_7	An_4	1
Pl_9	An_4	1
Pl_10	An_4	1
Pl_13	An_4	1
Pl_16	An_4	1
Pl_17	An_4	1
An_1	An_5	-0.730185425374657
An_3	An_5	-0.86862649070099
An_4	An_5	-0.553654151968658
Pl_1	An_5	1
Pl_2	An_5	1
Pl_3	An_5	1
Pl_5	An_5	1
Pl_6	An_5	1
Pl_8	An_5	1
Pl_9	An_5	1
Pl_14	An_5	1
Pl_15	An_5	1
Pl_38	An_5	1
An_2	An_6	-0.858129007508978
Pl_1	An_6	1
Pl_2	An_6	1
Pl_3	An_6	1
Pl_6	An_6	1
Pl_7	An_6	1
Pl_8	An_6	1
Pl_9	An_6	1
Pl_10	An_6	1
Pl_12	An_6	1
An_4	An_7	-0.622557458933443
An_5	An_7	-0.941819237545133
Pl_1	An_7	1
Pl_2	An_7	1
Pl_3	An_7	1
